line,type,full_match,label,id,title,URL,code,text_original,text_translated
2144,SUBLVLI,9.	,Lid,9.,(weerstand tegen branddoorslag en brandoverslag: niveau van eisen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.8_Artikel4.53_Lid9,C4_S4_2_P4_2_8_A4_53_SUB9,De weerstand tegen branddoorslag en brandoverslag van een brandcompartiment naar een ander brandcompartiment is ten minste 30 minuten of de afstand tussen een brandcompartiment en een ander brandcompartiment is ten minste 5 m.,The resistance to fire penetration and fire spread from a fire compartment to another fire compartment is at least 30 minutes or the distance between a fire compartment and another fire compartment is at least 5 m.
2145,SUBLVLI,10.	,Lid,10.,(weerstand tegen branddoorslag en brandoverslag: niveau van eisen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.8_Artikel4.53_Lid10,C4_S4_2_P4_2_8_A4_53_SUB10,In afwijking van het eerste lid geldt geen weerstand tegen branddoorslag en brandoverslag van een brandcompartiment naar een technische ruimte met een gebruiksoppervlakte van ten hoogste 50 m2 niet bestemd voor een of meer verbrandingstoestellen met een totale nominale belasting van meer dan 130 kW.,Contrary to the first sub-article there is no resistance to fire trial and fire spread from a fire compartment to a technical room with a use area of at most 50 m2 not intended for one or more combustion devices with a total nominal load of more than 130 kW.
2147,SUBLVLI,1.	,Lid,1.,(weerstand tegen branddoorslag en brandoverslag: bepalingsmethode),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.8_Artikel4.54_Lid1,C4_S4_2_P4_2_8_A4_54_SUB1,De in artikel 4.53 bedoelde weerstand tegen branddoorslag en brandoverslag wordt bepaald volgens NEN 6068.,The resistance referred to in article 4.53 against fire penetration and fire spread is determined in accordance with NEN 6068.
2148,SUBLVLI,2.	,Lid,2.,(weerstand tegen branddoorslag en brandoverslag: bepalingsmethode),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.8_Artikel4.54_Lid2,C4_S4_2_P4_2_8_A4_54_SUB2,"Bij het bepalen van de weerstand tegen branddoorslag en brandoverslag van een brandcompartiment naar een ruimte van een op een aangrenzend perceel gelegen gebouw wordt voor het op het andere perceel gelegen gebouw uitgegaan van een identiek maar spiegelsymmetrisch ten opzichte van de bouwwerkperceelsgrens gelegen gebouw. Als het bouwwerkperceel grenst aan:
	a.	een openbare weg;
	b.	openbaar water;
	c.	openbaar groen; of
	d.	een perceel dat niet is bestemd voor bebouwing of voor een speeltuin, een kampeerterrein of opslag van brandgevaarlijke stoffen of van brandbare niet-milieugevaarlijke stoffen;
vindt deze spiegeling plaats ten opzichte van het hart van die weg, dat water, dat groen of dat perceel.","When determining the resistance to fire penalties and fire spread from a fire compartment to a space of an adjacent plot located on the building located on the other plot, an identical but mirror symmetrical compared to the building plot boundary located is based on the building. If the construction plot borders on:
	a. A public road;
	b. Public water;
	c. Public green; or
	d. A plot that is not intended for buildings or for a playground, a camping site or storage of fire-hazardous substances or of flammable non-environmentally hazardous substances;
This reflection takes place compared to the heart of that road, that water, that green or that plot."
2154,SUBLVLI,3.	,Lid,3.,(weerstand tegen branddoorslag en brandoverslag: bepalingsmethode),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.8_Artikel4.54_Lid3,C4_S4_2_P4_2_8_A4_54_SUB3,In aanvulling op het tweede lid is het aandeel van de uitwendige scheidingsconstructie van het spiegelsymmetrische gebouw in de weerstand tegen branddoorslag en brandoverslag niet groter dan het aandeel van de uitwendige scheidingsconstructie van het brandcompartiment.,"In addition to the second sub-article, the share of the external partition structure of the mirror symmetrical building in the resistance to fire penetration and fire spread is not greater than the share of the external partition structure of the fire compartment."
2155,SUBLVLI,4.	,Lid,4.,(weerstand tegen branddoorslag en brandoverslag: bepalingsmethode),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.8_Artikel4.54_Lid4,C4_S4_2_P4_2_8_A4_54_SUB4,"Bij het bepalen van de in artikel 4.53, achtste lid, bedoelde weerstand tegen branddoorslag en brandoverslag wordt uitgegaan van een identieke maar spiegelsymmetrisch op een afstand van 5 m geplaatste woonwagen.","When determining the resistance to fire trial and fire transshipment referred to in article 4.53, eighth, an identical but mirror symmetrical at a distance of 5 m placed caravan is assumed."
2198,SUBLVLI,1.	,Lid,1.,(subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.57_Lid1,C4_S4_2_P4_2_9_A4_57_SUB1,Een brandcompartiment is ingedeeld in een of meer subbrandcompartimenten of verkeersruimten waardoor een beschermde vluchtroute voert.,"A fire compartment is divided into one or more sub-fire compartments or traffic spaces, which leads a protected escape route."
2199,SUBLVLI,2.	,Lid,2.,(subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.57_Lid2,C4_S4_2_P4_2_9_A4_57_SUB2,Een beschermde vluchtroute ligt niet in een subbrandcompartiment.,A protected escape route is not in a sub-fire compartment.
2200,SUBLVLI,3.	,Lid,3.,(subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.57_Lid3,C4_S4_2_P4_2_9_A4_57_SUB3,"In afwijking van het eerste lid kan een verblijfsgebied voor bewaking buiten een subbrandcompartiment liggen als:
	a.	constructieonderdelen in dat gebied voldoen aan de eisen die de artikelen 4.43 en 4.45a, eerste en tweede lid, stellen aan constuctieonderdelen die grenzen aan de binnenlucht in een ruimte waardoor een beschermde vluchtroute voert; en
	b.	aankleding in dat gebied voldoet aan de eisen die artikel 6.14 stelt aan aankleding in een ruimte waardoor een beschermde vluchtroute voert.","Contrary to the first sub-article, a residential area for monitoring outside of a sub-fire compartment can be such as:
	a. Construction components in that area meet the requirements that the article 4.43 and 4.45a, first and second sub-article, set to constuction components that border the indoor air in a room that leads to a protected escape route; and
	b. Dressing in that area meets the requirements that article 6.14 sets for decoration in a room, which carries a protected escape route."
2204,SUBLVLI,1.	,Lid,1.,(beschermd subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.58_Lid1,C4_S4_2_P4_2_9_A4_58_SUB1,Een verblijfsgebied ligt in een beschermd subbrandcompartiment.,A residential area is in a protected sub-fire compartment.
2205,SUBLVLI,2.	,Lid,2.,(beschermd subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.58_Lid2,C4_S4_2_P4_2_9_A4_58_SUB2,Een bedgebied ligt in een beschermd subbrandcompartiment.,A bed area is located in a protected sub-fire compartment.
2206,SUBLVLI,3.	,Lid,3.,(beschermd subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.58_Lid3,C4_S4_2_P4_2_9_A4_58_SUB3,Een celeenheid ligt in een beschermd subbrandcompartiment.,A cell unit lies in a protected sub-fire compartment.
2207,SUBLVLI,4.	,Lid,4.,(beschermd subbrandcompartiment: ligging),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.58_Lid4,C4_S4_2_P4_2_9_A4_58_SUB4,Een logiesverblijf ligt in een beschermd subbrandcompartiment.,A accommodation accommodation is in a protected sub-fire compartment.
2209,SUBLVLI,1.	,Lid,1.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid1,C4_S4_2_P4_2_9_A4_59_SUB1,Een beschermd subbrandcompartiment heeft een gebruiksoppervlakte van ten hoogste de in tabel 4.56 aangegeven oppervlakte.,A protected sub-fire compartment has a use area of at most the surface area indicated in Table 4.56.
2210,SUBLVLI,2.	,Lid,2.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid2,C4_S4_2_P4_2_9_A4_59_SUB2,In afwijking van het eerste lid is een gezamenlijke verblijfsruimte een afzonderlijk beschermd subbrandcompartiment met een gebruiksoppervlakte van ten hoogste 500 m2.,"By way of derogation from the first sub-article, a joint living space is a separately protected sub-fire compartment with a use area of at most 500 m2."
2211,SUBLVLI,3.	,Lid,3.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid3,C4_S4_2_P4_2_9_A4_59_SUB3,Een beschermd subbrandcompartiment met een bijeenkomstfunctie voor kinderopvang met bedgebied omvat niet meer dan die gebruiksfunctie en nevengebruiksfuncties daarvan.,A protected sub-fire compartment with a meeting function for childcare with bed area does not include more than that use function and additional user functions thereof.
2212,SUBLVLI,4.	,Lid,4.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid4,C4_S4_2_P4_2_9_A4_59_SUB4,Een celeenheid is een afzonderlijk beschermd subbrandcompartiment.,A cell unit is a separately protected sub-fire compartment.
2213,SUBLVLI,5.	,Lid,5.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid5,C4_S4_2_P4_2_9_A4_59_SUB5,"Een beschermd subbrandcompartiment met bedgebied omvat alleen een of meer bedruimten en ruimten die ten dienste staan van die bedruimten, en heeft een totale gebruiksoppervlakte van ten hoogste 500 m2.","A protected sub-fire compartment with bed area only includes one or more beers and spaces that are at the service of those bedrooms, and has a total use of use of at most 500 m2."
2214,SUBLVLI,6.	,Lid,6.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid6,C4_S4_2_P4_2_9_A4_59_SUB6,"Een beschermd subbrandcompartiment als bedoeld in het vijfde lid, bestemd voor bedgebonden patiënten, heeft, afhankelijk van het bewakingsniveau, een totale gebruiksoppervlakte van ten hoogste 50 m2 zonder bewaking en ten hoogste 500 m2 bij permanente bewaking.","A protected sub-fire compartment as referred to in the fifth sub-article, intended for bed-bound patients, has, depending on the surveillance level, a total area of use of at most 50 m2 without surveillance and at most 500 m2 in permanent monitoring."
2215,SUBLVLI,7.	,Lid,7.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid7,C4_S4_2_P4_2_9_A4_59_SUB7,Een logiesverblijf is een afzonderlijk beschermd subbrandcompartiment.,A accommodation accommodation is a separately protected sub-fire compartment.
2216,SUBLVLI,8.	,Lid,8.,(beschermd subbrandcompartiment: omvang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.59_Lid8,C4_S4_2_P4_2_9_A4_59_SUB8,Een afzonderlijk beschermd subbrandcompartiment is een afzonderlijk subbrandcompartiment.,A separately protected sub-fire compartment is a separate sub-fire compartment.
2218,SUBLVLI,1.	,Lid,1.,(weerstand tegen branddoorslag en brandoverslag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.60_Lid1,C4_S4_2_P4_2_9_A4_60_SUB1,De volgens NEN 6068 bepaalde weerstand tegen branddoorslag en brandoverslag van een beschermd subbrandcompartiment naar een andere ruimte in het brandcompartiment is ten minste 30 minuten.,"According to NEN 6068, resistance to fire penetration and fire spread from a protected sub-fire compartment to another room in the fire compartment is at least 30 minutes."
2219,SUBLVLI,2.	,Lid,2.,(weerstand tegen branddoorslag en brandoverslag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.60_Lid2,C4_S4_2_P4_2_9_A4_60_SUB2,"De volgens NEN 6068 bepaalde weerstand tegen branddoorslag van een subbrandcompartiment naar een beschermd subbrandcompartiment, gelegen in een ander subbrandcompartiment, is ten minste 20 minuten, waarbij voor de bepaling van de brandwerendheid vande scheidende functie van een scheidingsconstructie alleen rekening wordt gehouden met het beoordelingscriterium vlamdichtheid van de afdichting.","According to NEN 6068, the resistance to fire penetration from a sub-fire compartment to a protected sub-fire compartment, located in another sub-fire compartment, is at least 20 minutes, whereby the separating function of a separation structure is only taken into account for the assessment criterion of the sealing of the seal."
2221,SUBLVLI,1.	,Lid,1.,(subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.61_Lid1,C4_S4_2_P4_2_9_A4_61_SUB1,De weerstand tegen rookdoorgang van een subbrandcompartiment naar een ander subbrandcompartiment is Ra bepaald volgens NEN 6075.,The resistance to smoking passage from a sub-fire compartment to another sub-fire compartment has been determined according to NEN 6075.
2222,SUBLVLI,2.	,Lid,2.,(subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.61_Lid2,C4_S4_2_P4_2_9_A4_61_SUB2,"De weerstand tegen rookdoorgang van een subbrandcompartiment naar een besloten ruimte waardoor een beschermde vluchtroute voert, is Ra bepaald volgens NEN 6075.",The resistance to smoking passage from a sub-fire compartment to a closed space that leads to a protected escape route is determined according to NEN 6075.
2223,SUBLVLI,3.	,Lid,3.,(subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.61_Lid3,C4_S4_2_P4_2_9_A4_61_SUB3,"De weerstand tegen rookdoorgang van een subbrandcompartiment naar een beschermd subbrandcompartiment, gelegen in een ander subbrandcompartiment, is R200 bepaald volgens NEN 6075.","The resistance to smoking passage from a sub-fire compartment to a protected sub-fire compartment, located in another sub-fire compartment, is R200 determined according to NEN 6075."
2224,SUBLVLI,4.	,Lid,4.,(subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.61_Lid4,C4_S4_2_P4_2_9_A4_61_SUB4,"De weerstand tegen rookdoorgang van een subbrandcompartiment naar een besloten ruimte waardoor een extra beschermde vluchtroute voert en naar een liftschacht als bedoeld in artikel 4.53, eerste lid, is R200 bepaald volgens NEN 6075.","The resistance to smoking passage from a sub-fire compartment to a closed space that leads an extra protected escape route and to a lift shaft as referred to in article 4.53, first sub-article, R200 is determined according to NEN 6075."
2226,SUBLVLI,1.	,Lid,1.,(beschermd subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.62_Lid1,C4_S4_2_P4_2_9_A4_62_SUB1,De weerstand tegen rookdoorgang van een beschermd subbrandcompartiment naar een ander beschermd subbrandcompartiment is R200 bepaald volgens NEN 6075.,The resistance to smoking passage from a protected sub-fire compartment to another protected sub-fire compartment is R200 determined according to NEN 6075.
2227,SUBLVLI,2.	,Lid,2.,(beschermd subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.62_Lid2,C4_S4_2_P4_2_9_A4_62_SUB2,De weerstand tegen rookdoorgang van een beschermd subbrandcompartiment naar een subbrandcompartiment is R200 bepaald volgens NEN 6075.,The resistance to smoke passage from a protected sub-fire compartment to a sub-fire compartment is R200 determined according to NEN 6075.
2228,SUBLVLI,3.	,Lid,3.,(beschermd subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.62_Lid3,C4_S4_2_P4_2_9_A4_62_SUB3,De weerstand tegen rookdoorgang van een beschermd subbrandcompartiment naar een subbrandcompartiment is Ra bepaald volgens NEN 6075.,The resistance to smoking passage from a protected sub-fire compartment to a sub-fire compartment is RA determined according to NEN 6075.
2229,SUBLVLI,4.	,Lid,4.,(beschermd subbrandcompartiment: weerstand tegen rookdoorgang),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.9_Artikel4.62_Lid4,C4_S4_2_P4_2_9_A4_62_SUB4,"De weerstand tegen rookdoorgang van een beschermd subbrandcompartiment naar een besloten ruimte waardoor een beschermde of extra beschermde vluchtroute voert, is R200 bepaald volgens NEN 6075.","The resistance to smoking passage from a protected sub-fire compartment to a closed space, which leads a protected or extra protected escape route, R200 is determined according to NEN 6075."
2490,MAINLVL,Artikel 4.91. (brandwerendheid),Artikel,4.91,(brandwerendheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.91,C4_S4_2_P4_2_14_A4_91,"Een uitwendige scheidingsconstructie van een brandcompartiment heeft voor zover die constructie in een brandvoorschriftengebied ligt een brandwerendheid van buiten naar binnen van ten minste 60 minuten, bepaald volgens NEN 6069. Bij het bepalen van de brandwerendheid wordt het in het brandvoorschriftengebied gelegen aansluitende terrein aangemerkt als een brandcompartiment en wordt uitgegaan van de in NEN-EN 13501-2 bedoelde buitenbrandkromme.","An external separation structure of a fire compartment has insofar as that construction lies in a fire regulations area from outside to the inside of at least 60 minutes, determined in accordance with NEN 6069. When determining the fire resistance, the area that contained in the fire regulations area is designated as a fire compartment and is explained from the in Nens-and-in-the in Nens-and-in."
2493,SUBLVLI,1.	,Lid,1.,(brandklasse buitenoppervlak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.92_Lid1,C4_S4_2_P4_2_14_A4_92_SUB1,"Een aan de buitenlucht grenzende zijde van een uitwendige scheidingsconstructie van een brandcompartiment voldoet, voor zover die constructie in een brandvoorschriftengebied ligt, aan brandklasse A2, bepaald volgens NEN-EN 13501-1.","A side compartment of a fire compartment adjacent to the outside air, insofar as that construction is in a fire regulations area, is determined by fire class A2, determined according to NEN-EN 13501-1."
2494,SUBLVLI,2.	,Lid,2.,(brandklasse buitenoppervlak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.92_Lid2,C4_S4_2_P4_2_14_A4_92_SUB2,"In afwijking van het eerste lid voldoet een deur, een raam, een kozijn of een daaraan gelijk te stellen constructieonderdeel aan brandklasse D, bepaald volgens NEN-EN 13501-1.","Contrary to the first sub-article, a door, a window, a frame or a structural component to be equated with that is a fire class D, determined according to NEN-EN 13501-1."
2495,SUBLVLI,3.	,Lid,3.,(brandklasse buitenoppervlak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.92_Lid3,C4_S4_2_P4_2_14_A4_92_SUB3,"Op ten hoogste 5% van de totale oppervlakte van de constructieonderdelen in elk vlak van de uitwendige scheidingsconstructie met een afmeting van 3 m bij 3 m, waarvoor volgens het eerste lid een eis geldt, is die eis niet van toepassing.","At most 5% of the total area of the construction components in each area of the external separation construction with a size of 3 m by 3 m, for which a requirement applies according to the first sub-article, that requirement does not apply."
2496,SUBLVLI,4.	,Lid,4.,(brandklasse buitenoppervlak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.92_Lid4,C4_S4_2_P4_2_14_A4_92_SUB4,Het eerste tot en met derde lid zijn niet van toepassing op de bovenzijde van een dak.,The first to third sub-article do not apply to the top of a roof.
2498,SUBLVLI,1.	,Lid,1.,(brandklasse dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.93_Lid1,C4_S4_2_P4_2_14_A4_93_SUB1,"Een dak van een brandcompartiment is, voor zover dat dak in een brandvoorschriftengebied ligt, bedekt met constructieonderdelen waarvan de aan de buitenlucht grenzende zijde voldoet aan brandklasse A2, bepaald volgens NEN-EN 13501-1.","A roof of a fire compartment is, insofar as that roof is in a fire regulations area, covered with construction components whose fire-class A2 bordering on the outside air complies with fire-class A2, determined according to NEN-EN 13501-1."
2499,SUBLVLI,2.	,Lid,2.,(brandklasse dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.2_Paragraaf4.2.14_Artikel4.93_Lid2,C4_S4_2_P4_2_14_A4_93_SUB2,Op ten hoogste 5% van de oppervlakte van het dak is de eis van het eerste lid niet van toepassing.,The requirement of the first sub-article does not apply to a maximum of 5% of the surface area of the roof.
